image_url,name_de,g_index,g_load,name_ru,name_en
https://glycemic-index.net/images/kzaieCQPk6_small.webp,Bohnen (frisch),30,1.1,"Бобы (свежие)","Beans (fresh)"
https://glycemic-index.net/images/3qGP0gXQWj_small.webp,"Bohnen, fava (roh)",40,7.2,"Бобы фава (сырые)","Fava beans (raw)"
https://glycemic-index.net/images/UWWlVUhauQ_small.webp,Brauhefe,35,0.0,"Пивные дрожжи","Brewer's yeast"
https://glycemic-index.net/images/fMDfbP6BQP_small.webp,Brokkoli,15,0.5,"Брокколи","Broccoli"
https://glycemic-index.net/images/qidwzyYaKm_small.webp,Brokkoli (gekocht),45,3.1,"Брокколи (приготовленный)","Broccoli (cooked)"
https://glycemic-index.net/images/uFnPRneSNu_small.webp,Brombeere (frische Beere),25,2.5,"Ежевика (свежая ягода)","Blackberry (fresh berry)"
https://glycemic-index.net/images/ZSAs6KPWMg_small.webp,Brot (Haferflocken),47,19.2,"Хлеб (овсяные хлопья)","Bread (oat flakes)"
https://glycemic-index.net/images/S11NMCJpiu_small.webp,Brühwurst,34,9.5,"Вареная колбаса","Boiled sausage"
https://glycemic-index.net/images/asgQJCHvub_small.webp,Buchweizen,50,22.0,"Гречка","Buckwheat"
https://glycemic-index.net/images/z5MVnDf3oY_small.webp,Buchweizen-Pfannkuchen,40,3.6,"Гречневые блины","Buckwheat pancakes"
https://glycemic-index.net/images/hHvoLuPaKi_small.webp,Buchweizenbrei,40,12.4,"Гречневая каша","Buckwheat porridge"
https://glycemic-index.net/images/8zyVhyjhKg_small.webp,Buchweizenbrot,50,22.9,"Гречневый хлеб","Buckwheat bread"
https://glycemic-index.net/images/lxfnzM12V1_small.webp,Buchweizenmehl,40,28.2,"Гречневая мука","Buckwheat flour"
https://glycemic-index.net/images/qinE6yDVOw_small.webp,Buchweizennudeln,40,28.4,"Гречневая лапша","Buckwheat noodles"
https://glycemic-index.net/images/shRSHi3r4k_small.webp,Bulgur,55,41.8,"Булгур","Bulgur"
https://glycemic-index.net/images/XVpup0JEP8_small.webp,"Bunte Bohnen, Borlotti, römische Bohnen",35,12.4,"Пестрые бобы, Борлотти, римские бобы","Colorful beans, Borlotti, Roman beans"
https://glycemic-index.net/images/H7tLEOzAG6_small.webp,Butter,0,0.0,"Масло","Butter"
https://glycemic-index.net/images/EPkvSYaRdq_small.webp,Butter (fettreich),14,0.1,"Масло (жирное)","Butter (high fat)"
https://glycemic-index.net/images/22Qww81qoh_small.webp,"Butterkekse (Mehl, Butter, Zucker)",55,29.1,"Песочное печенье (мука, масло, сахар)","Shortbread cookies (flour, butter, sugar)"
https://glycemic-index.net/images/rfxf2bRoQD_small.webp,Capellini (Nudeln),45,32.9,"Капеллини (лапша)","Capellini (pasta)"
https://glycemic-index.net/images/a3DIxo8sCL_small.webp,Cashewnüsse,15,4.5,"Кешью","Cashew nuts"
https://glycemic-index.net/images/2v8yfZAKst_small.webp,Cashewnüsse,25,3.1,"Кешью","Cashew nuts"
https://glycemic-index.net/images/UGJmAwsX1B_small.webp,Cashewnüsse (gesalzen),22,6.6,"Кешью (соленые)","Cashew nuts (salted)"
https://glycemic-index.net/images/3VGiVVttVV_small.webp,"Cassava (bitter, süß)",55,20.9,"Кассава (горькая, сладкая)","Cassava (bitter, sweet)"
https://glycemic-index.net/images/E6v98RdRa2_small.webp,"Chayote (mexikanische Gurke), daraus püriert",50,2.3,"Чайот (мексиканский огурец), пюре из него","Chayote (Mexican cucumber), pureed from it"
https://glycemic-index.net/images/C4yjqAoOmL_small.webp,Cheddar,0,0.0,"Чеддер","Cheddar"
https://glycemic-index.net/images/udYCjL4S7S_small.webp,Chees Feta,30,1.2,"Сыр Фета","Feta cheese"
https://glycemic-index.net/images/nF7TO1Z5o1_small.webp,Chia Samen (Getrocknet),30,12.6,"Семена чиа (сушеные)","Chia seeds (dried)"
https://glycemic-index.net/images/o3Z7xR6qlL_small.webp,Chicoree,15,0.6,"Цикорий","Chicory"
https://glycemic-index.net/images/DW03Fa2ZQm_small.webp,Chicorée (Getränk),40,1.1,"Цикорий (напиток)","Chicory (drink)"
https://glycemic-index.net/images/tX5XQYK8of_small.webp,Chicorée-Sirup,55,5.2,"Сироп цикория","Chicory syrup"
https://glycemic-index.net/images/4VneAgHNVe_small.webp,Chili,15,1.4,"Чили","Chili"
https://glycemic-index.net/images/t39CrMsGgS_small.webp,Chilli Green (Frisch),15,1.2,"Зеленый перец чили (свежий)","Green chili (fresh)"
https://glycemic-index.net/images/VUagXuBV2g_small.webp,Chinakohl,20,0.4,"Пекинская капуста","Chinese cabbage"
https://glycemic-index.net/images/n3VSoZjnD1_small.webp,Cranberries (frisch),45,5.5,"Клюква (свежая)","Cranberries (fresh)"
https://glycemic-index.net/images/8J3UabrTAD_small.webp,Cranberry-Saft (ungesüßt),50,7.3,"Клюквенный сок (без сахара)","Cranberry juice (unsweetened)"
https://glycemic-index.net/images/GU9OblLc1E_small.webp,Cranberrysaft (zuckerfrei),50,7.3,"Клюквенный сок (без сахара)","Cranberry juice (sugar-free)"
https://glycemic-index.net/images/EhBFZk8Hlz_small.webp,Dessert Banane (grün),45,15.7,"Десертный банан (зеленый)","Dessert banana (green)"
https://glycemic-index.net/images/16zs9SQ6vK_small.webp,Dill (frisch),25,1.6,"Укроп (свежий)","Dill (fresh)"
https://glycemic-index.net/images/YclX8r4xmD_small.webp,Dillgurken,15,0.2,"Соленые огурцы с укропом","Dill pickles"
https://glycemic-index.net/images/Ed6saYe0JG_small.webp,Dinkelmehl,45,30.5,"Полбяная мука","Spelt flour"
https://glycemic-index.net/images/radHsUC6ox_small.webp,Dinkelweizen,40,24.5,"Полба","Spelt wheat"
https://glycemic-index.net/images/iISrbxAGPy_small.webp,Dunkle Schokolade,23,13.8,"Темный шоколад","Dark chocolate"
https://glycemic-index.net/images/jN3gGbLdow_small.webp,Dunkle Schokolade (mit 85% Kakaoanteil),20,9.6,"Темный шоколад (с 85% содержанием какао)","Dark chocolate (with 85% cocoa content)"
https://glycemic-index.net/images/Co6g9cJUJe_small.webp,Ei,0,0.0,"Яйцо","Egg"
https://glycemic-index.net/images/Yzd4f48rU6_small.webp,Eicheln,25,10.3,"Желуди","Acorns"
https://glycemic-index.net/images/1My2o1LNDj_small.webp,Eingemachte Birnen,55,8.6,"Консервированные груши","Canned pears"
https://glycemic-index.net/images/zkM0leMEMd_small.webp,Eis (mit Fruchtzucker),35,9.4,"Мороженое (с фруктозой)","Ice cream (with fructose)"
https://glycemic-index.net/images/AlJGzrxGsh_small.webp,"Eis (überfliegen, Vanille)",46,13.8,"Мороженое (мягкое, ванильное)","Ice cream (soft, vanilla)"
https://glycemic-index.net/images/3BfFy2I8w4_small.webp,Endivie,15,0.0,"Эндивий","Endive"
https://glycemic-index.net/images/u0pv5dl9HV_small.webp,Energieriegel (zuckerfrei),50,23.4,"Энергетический батончик (без сахара)","Energy bar (sugar-free)"
https://glycemic-index.net/images/tJsgZubgWS_small.webp,Ente,0,0.0,"Утка","Duck"
https://glycemic-index.net/images/s26xcrXfGj_small.webp,Entenbraten,0,0.0,"Утиная грудка","Duck breast"
https://glycemic-index.net/images/jZhGZm8sSr_small.webp,"Erbsen (gefroren, gekocht)",51,4.6,"Горох (замороженный, приготовленный)","Peas (frozen, cooked)"
https://glycemic-index.net/images/UoJB6GDycG_small.webp,"Erbsen (grün, frisch)",35,4.5,"Горох (зеленый, свежий)","Peas (green, fresh)"
https://glycemic-index.net/images/zPwGSLiB7f_small.webp,Erdbeeren (frische Beeren),25,1.9,"Клубника (свежие ягоды)","Strawberries (fresh berries)"
https://glycemic-index.net/images/tBcW0FpBTy_small.webp,Erdbeermarmelade (zuckerarm),51,31.1,"Клубничное варенье (с низким содержанием сахара)","Strawberry jam (low sugar)"
https://glycemic-index.net/images/5Bf7uGS5ZU_small.webp,Erdnuss,15,2.4,"Арахис","Peanut"
https://glycemic-index.net/images/BeyQwLvYFp_small.webp,Erdnussbutter (zuckerfrei),25,7.0,"Арахисовое масло (без сахара)","Peanut butter (sugar-free)"
https://glycemic-index.net/images/VropOmUwsq_small.webp,Erdnussöl (zuckerfrei),40,8.6,"Арахисовое масло (без сахара)","Peanut oil (sugar-free)"
https://glycemic-index.net/images/7ZMJqVeBaK_small.webp,Erdnüsse (trocken geröstet),15,2.3,"Арахис (сухой обжаренный)","Peanuts (dry roasted)"
https://glycemic-index.net/images/mqoOkISkYA_small.webp,Essig,15,0.0,"Уксус","Vinegar"
https://glycemic-index.net/images/8RrmKbrgkU_small.webp,"Falafel (aus Bohnen, Fava)",40,8.4,"Фалафель (из бобов фава)","Falafel (from fava beans)"
https://glycemic-index.net/images/ghAX6A7H9R_small.webp,Feige (frisch),35,6.7,"Инжир (свежий)","Fig (fresh)"
https://glycemic-index.net/images/T8IdV1NjmL_small.webp,Feige (getrocknet),50,28.9,"Инжир (сушеный)","Fig (dried)"
https://glycemic-index.net/images/OCIE8nECrF_small.webp,Fenchel,15,1.1,"Фенхель","Fennel"
https://glycemic-index.net/images/aDGqhQgmvn_small.webp,Fett (tierisch / pflanzlich),0,0.0,"Жир (животный/растительный)","Fat (animal/vegetable)"
https://glycemic-index.net/images/9zSBsFlTI5_small.webp,Fettarmer Hüttenkäse,30,0.3,"Обезжиренный творог","Low-fat cottage cheese"
https://glycemic-index.net/images/ZKDtpmsLT6_small.webp,Fettes Schweinefleisch,0,0.0,"Жирная свинина","Fatty pork"
https://glycemic-index.net/images/Xm4emNKUan_small.webp,Fettfreier Joghurt,33,2.5,"Обезжиренный йогурт","Fat-free yogurt"
https://glycemic-index.net/images/8dFVgZScWL_small.webp,Fettuccine,32,21.6,"Феттучине","Fettuccine"
https://glycemic-index.net/images/5Ee9CIXd7j_small.webp,"Fisch (Lachs, Thunfisch usw,)",0,0.0,"Рыба (лосось, тунец и т.д.)","Fish (salmon, tuna, etc.)"
https://glycemic-index.net/images/1jKUr7fk7J_small.webp,"Foie Gras, Gänseleberpaste (Dosen)",0,0.0,"Фуа-гра, паштет из гусиной печени (консервированный)","Foie gras, goose liver pate (canned)"
https://glycemic-index.net/images/py0XoQUeh7_small.webp,Frischer Mais,35,1.8,"Свежая кукуруза","Fresh corn"
https://glycemic-index.net/images/8Q8Ns6DtTK_small.webp,Frittiertes Schweinefleisch,0,0.0,"Жареная свинина","Fried pork"
https://glycemic-index.net/images/yVMCG2tVNR_small.webp,Fruchtjoghurt,52,1.5,"Фруктовый йогурт","Fruit yogurt"
https://glycemic-index.net/images/CuJcPbSvDE_small.webp,Fruchtzucker,20,20.0,"Фруктоза","Fructose"
https://glycemic-index.net/images/MMG1jO7NNO_small.webp,Gans,0,0.0,"Гусь","Goose"
https://glycemic-index.net/images/YjqRtunCMx_small.webp,Gegrilltes Schwein,0,0.0,"Жареная свинина","Grilled pork"
https://glycemic-index.net/images/Eh7uL13iuv_small.webp,Gekeimtes Brot,35,12.7,"Пророщенный хлеб","Sprouted bread"
https://glycemic-index.net/images/I34w0gvAat_small.webp,Gekochte Hähnchenbrust,0,0.0,"Вареная куриная грудка","Cooked chicken breast"
https://glycemic-index.net/images/mga9g33N84_small.webp,Gekochte Rinderzunge,0,0.0,"Вареный говяжий язык","Cooked beef tongue"
https://glycemic-index.net/images/Wso4P4c6aK_small.webp,Gekochtes Kalbfleisch,0,0.0,"Вареная телятина","Cooked veal"
https://glycemic-index.net/images/msynRArbnh_small.webp,Gekochtes Lamm,0,0.0,"Вареная баранина","Cooked lamb"
https://glycemic-index.net/images/20C3k0VHNM_small.webp,Gekochtes mageres Rindfleisch,0,0.0,"Вареная постная говядина","Cooked lean beef"
https://glycemic-index.net/images/eWXFG8m9G1_small.webp,Gelbe Stachelbeere,15,1.8,"Желтый крыжовник","Yellow gooseberry"
https://glycemic-index.net/images/BnLXunwqNn_small.webp,Gemüsesuppe,40,2.5,"Овощной суп","Vegetable soup"
https://glycemic-index.net/images/o29czTTbZ5_small.webp,Gerstengrütze,25,15.8,"Ячневая крупа","Barley groats"
https://glycemic-index.net/images/97NoJQlzNb_small.webp,Gerstenmehl,30,16.8,"Ячменная мука","Barley flour"
https://glycemic-index.net/images/mn2tuUjdju_small.webp,Geschmorter Blumenkohl,15,0.0,"Тушеная цветная капуста","Braised cauliflower"
https://glycemic-index.net/images/4m8CUwhVPU_small.webp,Geschälte Erbsen (frisch),25,15.0,"Очищенный горох (свежий)","Shelled peas (fresh)"
https://glycemic-index.net/images/askH6YJR1n_small.webp,"Getreide, ganz (zuckerfrei)",45,27.3,"Зерновые, цельные (без сахара)","Cereal, whole (sugar-free)"
https://glycemic-index.net/images/ANl1jITFeH_small.webp,Getrocknete Aprikosen,35,21.2,"Сушеные абрикосы","Dried apricots"
https://glycemic-index.net/images/Q5NlMNC7lA_small.webp,Getrocknete Datteln,40,27.7,"Сушеные финики","Dried dates"
https://glycemic-index.net/images/ELjBBC6wWT_small.webp,Getrocknete Pfirsiche,35,20.2,"Сушеные персики","Dried peaches"
https://glycemic-index.net/images/zxDSMNIdvK_small.webp,Getrocknete Äpfel,35,20.6,"Сушеные яблоки","Dried apples"
https://glycemic-index.net/images/wmZALpAVw9_small.webp,Gewürze (Zimt),5,4.0,"Пряности (корица)","Spices (cinnamon)"
https://glycemic-index.net/images/SmXzPntdLT_small.webp,Gewürzgurken,15,0.7,"Соленые огурцы","Pickles"
https://glycemic-index.net/images/fafVAim2rr_small.webp,Goji-Beeren,25,13.3,"Ягоды годжи","Goji berries"
https://glycemic-index.net/images/1V0htLKAiH_small.webp,Granatapfel (frisch),35,6.7,"Гранат (свежий)","Pomegranate (fresh)"
https://glycemic-index.net/images/vO9sNEvk4b_small.webp,Grapefruit,22,2.4,"Грейпфрут","Grapefruit"
https://glycemic-index.net/images/nXPG3NCDo1_small.webp,Grapefruitsaft (ungesüßt),45,2.7,"Грейпфрутовый сок (без сахара)","Grapefruit juice (unsweetened)"
https://glycemic-index.net/images/dAshbdMr11_small.webp,Grapefruitsaft (zuckerfrei),45,4.5,"Грейпфрутовый сок (без сахара)","Grapefruit juice (sugar-free)"
https://glycemic-index.net/images/frINSFa2su_small.webp,Grüne Bohnen,30,2.1,"Зеленая фасоль","Green beans"
https://glycemic-index.net/images/bt6I8gyJUh_small.webp,Grüne Erbsen (Dosen),45,2.9,"Зеленый горошек (консервированный)","Green peas (canned)"
https://glycemic-index.net/images/6g6V6jiRSm_small.webp,Grüne erbsen,15,1.5,"Зеленый горошек","Green peas"
https://glycemic-index.net/images/kd69Bb6D5J_small.webp,Grüner Apfel,36,5.0,"Зеленое яблоко","Green apple"
https://glycemic-index.net/images/pmv9PBdU3P_small.webp,Gurke,15,0.4,"Огурец","Cucumber"
https://glycemic-index.net/images/YAqLKf66dx_small.webp,Gänseschmalz,0,0.0,"Гусиный жир","Goose fat"
https://glycemic-index.net/images/qb6MFYGIad_small.webp,Haferflocken Kekse,55,39.5,"Овсяное печенье","Oatmeal cookies"
https://glycemic-index.net/images/8bxS3HnzAi_small.webp,Hafermehl,25,3.0,"Овсяная мука","Oat flour"
https://glycemic-index.net/images/yVd2cD06HM_small.webp,Hafermilch (roh),69,3.5,"Овсяное молоко (сырое)","Oat milk (raw)"
https://glycemic-index.net/images/9TdbcFeilp_small.webp,Hammelfleisch,0,0.0,"Баранина","Lamb meat"
https://glycemic-index.net/images/59filN6ayf_small.webp,Hanfsamen (geschält),4,0.3,"Семена конопли (очищенные)","Hemp seeds (shelled)"
https://glycemic-index.net/images/WPbbnZFwHN_small.webp,Hartweizen-Fadennudeln,35,8.1,"Лапша из твердых сортов пшеницы","Durum wheat noodles"
https://glycemic-index.net/images/vCSPJ2qFU8_small.webp,Hase,0,0.0,"Заяц","Hare"
https://glycemic-index.net/images/EUhOCK64Jt_small.webp,Haselnuss,15,2.5,"Фундук","Hazelnut"
https://glycemic-index.net/images/5HlEsGXbZy_small.webp,Haselnüsse,25,2.5,"Фундук","Hazelnuts"
https://glycemic-index.net/images/PGYLuj6x4b_small.webp,Hefe,35,6.3,"Дрожжи","Yeast"
https://glycemic-index.net/images/Zimblthphp_small.webp,Himbeeren (frische Beeren),25,3.0,"Малина (свежие ягоды)","Raspberries (fresh berries)"
https://glycemic-index.net/images/wtk1W7DJKe_small.webp,Huhn (gebraten),0,0.0,"Курица (жареная)","Chicken (fried)"
https://glycemic-index.net/images/07ZjvSLATp_small.webp,Hummus,25,3.5,"Хумус","Hummus"
https://glycemic-index.net/images/uuThVgsavn_small.webp,Hähnchen,0,0.0,"Цыпленок","Chicken"
https://glycemic-index.net/images/fpOsrGKd6m_small.webp,Hühner,0,0.0,"Куры","Chickens"
https://glycemic-index.net/images/XtnY8OGuQN_small.webp,Hüttenkäse,30,0.8,"Творог","Cottage cheese"
https://glycemic-index.net/images/cYOHYZr595_small.webp,Hüttenkäse 9% Fett,30,2.7,"Творог 9% жирности","Cottage cheese 9% fat"
https://glycemic-index.net/images/6oFpcMxZOK_small.webp,In Büchsen konservierte Pampelmuse,47,4.3,"Консервированный помело","Canned pomelo"
https://glycemic-index.net/images/Aybau6SglC_small.webp,Ingwer,15,0.6,"Имбирь","Ginger"
https://glycemic-index.net/images/4o2BtUXloN_small.webp,Instant-Nudeln,52,29.5,"Лапша быстрого приготовления","Instant noodles"
https://glycemic-index.net/images/YRbyiua0Bd_small.webp,Joghurt,35,1.6,"Йогурт","Yogurt"
https://glycemic-index.net/images/hDoXco0kcA_small.webp,Joghurt,32,1.3,"Йогурт","Yogurt"
https://glycemic-index.net/images/XAZ2vcWeHu_small.webp,"Joghurt 1,5% natürlich",35,0.5,"Йогурт 1,5% натуральный","Yogurt 1.5% natural"
https://glycemic-index.net/images/et3z2A8sk9_small.webp,Johannisbrot (Johannisbrotpulver),15,11.7,"Рожковое дерево (порошок рожкового дерева)","Carob (carob powder)"
https://glycemic-index.net/images/LzQyrmCG7E_small.webp,Kaffeebohnen,50,0.1,"Кофейные зерна","Coffee beans"
https://glycemic-index.net/images/EPFFETc4I8_small.webp,Kakaopulver (zuckerfrei),20,4.4,"Какао-порошок (без сахара)","Cocoa powder (sugar-free)"
https://glycemic-index.net/images/HQboT3bWj4_small.webp,Kaktusfeige (frisches Obst),35,3.4,"Опунция (свежий фрукт)","Prickly pear (fresh fruit)"
https://glycemic-index.net/images/tEvHzRjor1_small.webp,Kalbfleisch,0,0.0,"Телятина","Veal"
https://glycemic-index.net/images/FinJe0M2Mt_small.webp,Kamut Mehl,45,32.4,"Мука Камут","Kamut flour"
https://glycemic-index.net/images/aeu1pyoZ3V_small.webp,"Kamut, ägyptischer Weizen (gekocht)",40,25.4,"Камут, египетская пшеница (приготовленная)","Kamut, Egyptian wheat (cooked)"
https://glycemic-index.net/images/1GC5QzO7Qq_small.webp,Kaninchen (gebraten),0,0.0,"Кролик (жареный)","Rabbit (fried)"
https://glycemic-index.net/images/uZn1Sderew_small.webp,Kapern,20,0.8,"Каперсы","Capers"
https://glycemic-index.net/images/9hGtLEN3gE_small.webp,Karotte (frisch),30,2.0,"Морковь (свежая)","Carrot (fresh)"
https://glycemic-index.net/images/5eqrtNS5W6_small.webp,Karottensaft (ungesüßt),40,2.6,"Морковный сок (без сахара)","Carrot juice (unsweetened)"
https://glycemic-index.net/images/dN6YyIuKrg_small.webp,Kefir (1% Fett),31,1.2,"Кефир (1% жирности)","Kefir (1% fat)"
https://glycemic-index.net/images/p07aOhgLuj_small.webp,Kefir (regelmäßig),36,1.4,"Кефир (обычный)","Kefir (regular)"
https://glycemic-index.net/images/e36KenT2Zb_small.webp,Kefir fettarm,25,0.0,"Кефир обезжиренный","Kefir low-fat"
https://glycemic-index.net/images/R4TGIv63PA_small.webp,"Kekse (Vollkornmehl, zuckerfrei)",50,23.4,"Печенье (цельнозерновая мука, без сахара)","Cookies (whole grain flour, sugar-free)"
https://glycemic-index.net/images/xhMk9fovjP_small.webp,Ketchup,55,14.0,"Кетчуп","Ketchup"
https://glycemic-index.net/images/bgFgOouWA1_small.webp,Kichererbsen,10,6.1,"Нут","Chickpeas"
https://glycemic-index.net/images/hhUQfh5tMI_small.webp,Kichererbsen (in Dosen),35,6.8,"Нут (консервированный)","Chickpeas (canned)"
https://glycemic-index.net/images/AskNEu0ekW_small.webp,Kichererbsenmehl,35,23.1,"Нутовая мука","Chickpea flour"
https://glycemic-index.net/images/IlKOmNKIGc_small.webp,"Kirsche (süß, frisch)",25,4.0,"Вишня (сладкая, свежая)","Cherry (sweet, fresh)"
https://glycemic-index.net/images/8arwEOh4Au_small.webp,Kirschpflaume,25,0.0,"Алыча","Cherry plum"
https://glycemic-index.net/images/r9UtL7fFlV_small.webp,Kiwi,50,7.3,"Киви","Kiwi"
https://glycemic-index.net/images/TJEUOQfyyD_small.webp,"Kleie (Weizen, Hafer)",15,6.8,"Отруби (пшеничные, овсяные)","Bran (wheat, oat)"
https://glycemic-index.net/images/ARcldg6P48_small.webp,Knoblauch,30,9.0,"Чеснок","Garlic"
https://glycemic-index.net/images/nvHQxqAQh5_small.webp,Kohlrabi,20,2.1,"Кольраби","Kohlrabi"
https://glycemic-index.net/images/INdRQJZ70t_small.webp,Kokosmilch,40,1.1,"Кокосовое молоко","Coconut milk"
https://glycemic-index.net/images/ex1paVt9fa_small.webp,Kokosmilch (roh),40,1.1,"Кокосовое молоко (сырое)","Coconut milk (raw)"
https://glycemic-index.net/images/Kcyxa6Rz3Y_small.webp,Kokosnuss,45,0.8,"Кокос","Coconut"
https://glycemic-index.net/images/yke7maslEy_small.webp,Kokosnusszucker,35,1.8,"Кокосовый сахар","Coconut sugar"
https://glycemic-index.net/images/4cXd3FsCC5_small.webp,"Krebstiere (Hummer, Krabben, Langusten)",5,0.1,"Ракообразные (омар, крабы, лангусты)","Crustaceans (lobster, crabs, langoustines)"
https://glycemic-index.net/images/7cLfkoPVus_small.webp,"Käse (Mozzarella, gepresster Hüttenkäse usw,)",0,0.0,"Сыр (Моцарелла, прессованный творог и т.д.)","Cheese (Mozzarella, pressed cottage cheese, etc.)"
https://glycemic-index.net/images/I0UK8rL0CA_small.webp,Körner (gekeimt),15,6.2,"Зерна (пророщенные)","Grains (sprouted)"
https://glycemic-index.net/images/sJIMOFCIts_small.webp,Kümmel,5,0.6,"Тмин","Caraway"
https://glycemic-index.net/images/aJjN45zUYU_small.webp,Kürbisbrot,40,17.0,"Тыквенный хлеб","Pumpkin bread"
https://glycemic-index.net/images/x1IPEqhWxo_small.webp,Lasagne,47,7.0,"Лазанья","Lasagna"
https://glycemic-index.net/images/yF5FDesw2z_small.webp,Lauch,15,1.2,"Лук-порей","Leek"
https://glycemic-index.net/images/yU8Ddxi9e9_small.webp,Leinen,35,9.7,"Лен","Linen"
https://glycemic-index.net/images/W3oADEugRI_small.webp,Leinsamen,35,0.6,"Семена льна","Flax seeds"
https://glycemic-index.net/images/hA5psXgx4E_small.webp,Linsen (gelb),30,19.6,"Чечевица (желтая)","Lentils (yellow)"
https://glycemic-index.net/images/AuDYcOqN67_small.webp,Linsen (grün),25,12.5,"Чечевица (зеленая)","Lentils (green)"
https://glycemic-index.net/images/GsPRZnSEVI_small.webp,Linsensprossen,25,5.5,"Ростки чечевицы","Lentil sprouts"
https://glycemic-index.net/images/XoGJb9Z365_small.webp,Linsensuppe,30,2.4,"Чечевичный суп","Lentil soup"
https://glycemic-index.net/images/9XEp5SRP5P_small.webp,Linsensuppenpüree,44,6.6,"Чечевичный суп-пюре","Creamed lentil soup"
https://glycemic-index.net/images/v8gwqvOZ83_small.webp,Litschi (frisches Obst),50,7.6,"Личи (свежий фрукт)","Lychee (fresh fruit)"
